"PVWatts Hourly PV Performance Data"
"Requested Location","47.14817909516576, -71.26903775539678"
"Location","Lat, Lng: 47.13, -71.26"
"Latitude (DD)","47.13"
"Longitude (DD)","-71.26"
"Elevation (m)","647.84997558594"
"DC System Size (kW)","496.3"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","9","12","954","98","17","1.3","0.12","1042.983","46.507","400815.761","384646.149"
"6","9","13","941","95","17","1.2","0.12","961.58","44.882","373559.713","358355.891"
"6","9","14","916","89","17","1.1","0.12","822.453","41.472","326180.385","312655.401"
"6","9","15","872","83","16","0.9","0.12","639.284","36.054","261143.349","249922.886"
"6","9","16","802","75","16","0.7","0.12","429.955","30.188","176999.208","168760.306"
"6","9","17","690","61","15","0.6","0.12","217.122","22.081","79124.973","74354.145"
"6","9","18","485","41","12","0.5","0.12","39.496","13.282","12622.735","10208.346"
"6","9","19","0","0","10","0.6","0.12","0","0","0","0"
"6","9","20","0","0","9","0.7","0.12","0","9","0","0"
"6","9","21","0","0","8","0.7","0.12","0","8","0","0"
"6","9","22","0","0","7","0.7","0.12","0","7","0","0"
"6","9","23","0","0","7","0.7","0.12","0","7","0","0"
"6","10","0","0","0","6","0.7","0.12","0","6","0","0"
"6","10","1","0","0","6","0.7","0.12","0","6","0","0"
"6","10","2","0","0","5","0.8","0.12","0","5","0","0"
"6","10","3","0","0","5","0.8","0.12","0","5","0","0"
"6","10","4","299","27","7","0.7","0.12","20.53","7.66","7560.321","5325.312"
"6","10","5","602","54","10","0.7","0.12","123.071","13.697","38903.557","35557.933"
"6","10","6","753","71","14","0.7","0.12","326.611","24.652","130928.181","124321.758"
"6","10","7","838","83","17","0.8","0.12","541.68","34.467","223377.84","213495.559"
"6","10","8","890","92","17","0.8","0.12","738.813","40.766","294901.447","282484.8"
"6","10","9","922","97","18","0.7","0.12","898.03","47.631","345958.48","331732.679"
"6","10","10","942","98","18","0.6","0.12","1005.73","52.087","378268.341","362897.674"
"6","10","11","638","303","19","0.4","0.12","960.884","53.442","356890.525","342277.359"
"6","10","12","659","285","19","0.3","0.12","953.836","54.254","353436.061","338945.3"
"6","10","13","544","316","19","0.2","0.12","828.069","50.586","312299.379","299266.254"
"6","10","14","592","241","18","0.1","0.12","720.003","46.42","278242.603","266416.245"
"6","10","15","843","91","18","0.3","0.12","629.634","41.405","251595.308","240713.17"
"6","10","16","777","73","17","0.4","0.12","417.778","32.025","170693.331","162677.872"
"6","10","17","646","67","16","0.4","0.12","211.817","23.338","77279.972","72574.519"
"6","10","18","388","47","14","0.5","0.12","43.615","15.444","14710.502","12222.135"
"6","10","19","0","0","12","0.7","0.12","0","0","0","0"
"6","10","20","0","0","11","0.9","0.12","0","11","0","0"
"6","10","21","0","0","10","0.8","0.12","0","10","0","0"
"6","10","22","0","0","9","0.7","0.12","0","9","0","0"
"6","10","23","0","0","9","0.7","0.12","0","9","0","0"
"6","11","0","0","0","8","0.8","0.12","0","8","0","0"
"6","11","1","0","0","8","0.7","0.12","0","8","0","0"
"6","11","2","0","0","8","0.7","0.12","0","8","0","0"
"6","11","3","0","0","8","0.7","0.12","0","8","0","0"
"6","11","4","0","22","9","0.7","0.12","20.392","9.656","7453.35","5222.132"
"6","11","5","2","82","10","0.7","0.12","74.692","12.47","31444.915","28363.581"
"6","11","6","0","70","12","0.7","0.12","64.992","14.147","26938.029","24016.392"
"6","11","7","0","137","14","0.7","0.12","127.501","18.199","52705.976","48871.277"
"6","11","8","56","303","17","0.8","0.12","331.047","27.591","134990.811","128240.433"
"6","11","9","197","394","19","0.9","0.12","560.973","36.471","222598.128","212743.475"
"6","11","10","125","438","20","1","0.12","559.641","36.957","220215.045","210444.834"
"6","11","11","820","155","21","1","0.12","988.578","51.076","372263.638","357105.741"
"6","11","12","281","438","22","0.9","0.12","727.121","44.627","278771.019","266925.938"
"6","11","13","790","156","22","0.9","0.12","891.702","49.857","338954.882","324977.247"
"6","11","14","450","289","22","0.9","0.12","654.499","42.438","256288.403","245239.97"
"6","11","15","686","145","21","0.9","0.12","585.909","39.363","235265.458","224961.951"
"6","11","16","596","128","20","0.9","0.12","390.673","32.221","159260.911","151650.547"
"6","11","17","462","102","19","0.8","0.12","200.626","25.276","75172.055","70541.295"
"6","11","18","258","60","18","0.7","0.12","51.611","19.654","18550.342","15925.914"
"6","11","19","0","0","17","0.7","0.12","0","0","0","0"
"6","11","20","0","0","16","0.7","0.12","0","16","0","0"
"6","11","21","0","0","15","0.7","0.12","0","15","0","0"
"6","11","22","0","0","15","0.6","0.12","0","15","0","0"
"6","11","23","0","0","14","0.6","0.12","0","14","0","0"
"6","12","0","0","0","14","0.6","0.12","0","14","0","0"
"6","12","1","0","0","13","0.6","0.12","0","13","0","0"
"6","12","2","0","0","13","0.6","0.12","0","13","0","0"
"6","12","3","0","0","13","0.6","0.12","0","13","0","0"
"6","12","4","24","29","13","0.7","0.12","25.794","13.83","9358.352","7059.632"
"6","12","5","148","92","14","0.8","0.12","99.776","17.14","38421.751","35093.199"
"6","12","6","50","160","15","0.8","0.12","164.484","20.28","68457.354","64064.522"
"6","12","7","82","244","16","0.9","0.12","274.552","24.581","113985.056","107978.996"
"6","12","8","144","330","18","0.9","0.12","425.764","31.279","172631.16","164547.036"
"6","12","9","332","367","19","1.1","0.12","657.174","38.473","259938.907","248761.122"
"6","12","10","426","369","20","1.2","0.12","793.382","42.93","307665.755","294796.818"
"6","12","11","482","387","20","1.4","0.12","888.499","44.489","341786.376","327708.41"
"6","12","12","676","244","19","1.5","0.12","930.204","44.097","360011.765","345288"
"6","12","13","112","416","19","1.5","0.12","510.204","32.724","204200.24","194997.497"
"6","12","14","147","366","19","1.4","0.12","477.563","32.166","192625.291","183832.695"
"6","12","15","350","262","19","1.1","0.12","479.513","33.256","195341.344","186452.507"
"6","12","16","0","31","18","0.9","0.12","28.744","18.899","11189.093","8825.503"
"6","12","17","0","21","17","0.8","0.12","19.445","17.626","7559.157","5324.19"
"6","12","18","0","10","16","0.7","0.12","9.246","16.305","3439.574","1350.58"
"6","12","19","0","0","15","0.6","0.12","0","0","0","0"
"6","12","20","0","0","15","0.5","0.12","0","15","0","0"
"6","12","21","0","0","14","0.5","0.12","0","14","0","0"
"6","12","22","0","0","14","0.5","0.12","0","14","0","0"
"6","12","23","0","0","15","0.7","0.12","0","15","0","0"
"6","13","0","0","0","14","0.9","0.12","0","14","0","0"
"6","13","1","0","0","14","0.9","0.12","0","14","0","0"
"6","13","2","0","0","14","0.9","0.12","0","14","0","0"
"6","13","3","0","0","14","0.9","0.12","0","14","0","0"
"6","13","4","0","3","14","0.9","0.12","2.771","14.085","900.862","0"
"6","13","5","0","24","14","0.8","0.12","22.221","14.715","8808.287","6529.059"
"6","13","6","64","164","15","0.7","0.12","172.799","20.698","71819.965","67307.982"
"6","13","7","0","118","16","0.8","0.12","109.763","19.518","44874.381","41317.187"
"6","13","8","301","311","17","0.9","0.12","525.134","33.399","212826.757","203318.342"
"6","13","9","21","291","17","1","0.12","293.201","25.884","118966.683","112784.104"
"6","13","10","189","442","17","1.4","0.12","624.705","34.194","249280.806","238480.68"
"6","13","11","240","456","17","1.8","0.12","700.129","34.643","278947.023","267095.705"
"6","13","12","250","447","17","1.7","0.12","705.781","35.172","280818.24","268900.617"
"6","13","13","929","101","18","1.4","0.12","958.311","44.504","372760.447","357584.947"
"6","13","14","914","91","17","1.2","0.12","825.228","40.96","327859.265","314274.792"
"6","13","15","879","83","17","1.1","0.12","646.678","36.281","263872.052","252554.9"
"6","13","16","817","72","16","1","0.12","436.965","29.325","180746.135","172374.465"
"6","13","17","714","59","15","0.8","0.12","224.121","21.924","82020.279","77146.858"
"6","13","18","520","40","12","0.7","0.12","41.946","13.258","12643.143","10228.03"
"6","13","19","0","0","10","0.7","0.12","0","0","0","0"
"6","13","20","0","0","9","0.8","0.12","0","9","0","0"
"6","13","21","0","0","8","0.8","0.12","0","8","0","0"
"6","13","22","0","0","7","0.7","0.12","0","7","0","0"
"6","13","23","0","0","6","0.7","0.12","0","6","0","0"
"6","14","0","0","0","5","0.6","0.12","0","5","0","0"
"6","14","1","0","0","5","0.6","0.12","0","5","0","0"
"6","14","2","0","0","4","0.6","0.12","0","4","0","0"
"6","14","3","0","0","4","0.6","0.12","0","4","0","0"
"6","14","4","364","26","6","0.7","0.12","19.549","6.629","7244.497","5020.679"
"6","14","5","651","50","8","0.7","0.12","126.651","11.778","39681.76","36308.561"
"6","14","6","791","65","11","0.8","0.12","332.477","21.547","134637.554","127899.694"
"6","14","7","871","76","13","0.9","0.12","550.801","30.301","231016.643","220863.689"
"6","14","8","919","84","14","0.8","0.12","750.181","38.134","302697.077","290004.2"
"6","14","9","948","90","15","0.7","0.12","912.098","45.097","355068.1","340519.51"
"6","14","10","966","92","16","0.7","0.12","1021.814","49.682","388147.953","372427.212"
"6","14","11","972","94","17","0.7","0.12","1070.699","52.278","401276.875","385090.924"
"6","14","12","968","93","17","0.7","0.12","1052.548","51.685","395812.446","379820.122"
"6","14","13","958","89","17","0.7","0.12","972.923","49.084","371411.53","356283.827"
"6","14","14","935","85","17","0.7","0.12","836.413","44.62","327436.226","313866.743"
"6","14","15","897","78","17","0.7","0.12","653.83","38.636","264354.492","253020.245"
"6","14","16","832","70","16","0.6","0.12","442.905","31.033","182070.405","173651.811"
"6","14","17","722","59","15","0.5","0.12","226.789","22.619","82863.959","77960.644"
"6","14","18","526","40","12","0.5","0.12","42.703","13.349","12736.477","10318.056"
"6","14","19","0","0","9","0.6","0.12","0","0","0","0"
"6","14","20","0","0","8","0.6","0.12","0","8","0","0"
"6","14","21","0","0","7","0.7","0.12","0","7","0","0"
"6","14","22","0","0","7","0.7","0.12","0","7","0","0"
"6","14","23","0","0","6","0.6","0.12","0","6","0","0"
"6","15","0","0","0","6","0.6","0.12","0","6","0","0"
"6","15","1","0","0","5","0.6","0.12","0","5","0","0"
"6","15","2","0","0","5","0.6","0.12","0","5","0","0"
"6","15","3","0","0","5","0.6","0.12","0","5","0","0"
"6","15","4","356","25","7","0.6","0.12","18.633","7.617","6859.728","4649.545"
"6","15","5","640","49","10","0.7","0.12","124.009","13.697","38468.133","35137.938"
"6","15","6","784","64","12","0.8","0.12","328.713","22.426","132573.858","125909.123"
"6","15","7","866","73","14","1","0.12","544.656","30.674","228108.486","218058.579"
"6","15","8","914","81","15","1.1","0.12","743.109","37.132","301070.203","288434.972"
"6","15","9","944","87","16","1.2","0.12","905.235","42.264","356530.33","341929.926"
"6","15","10","964","88","17","1.3","0.12","1015.566","45.741","392183.041","376319.32"
"6","15","11","971","90","18","1.3","0.12","1065.538","48.142","406373.704","390007.152"
"6","15","12","968","90","18","1.3","0.12","1049.619","47.695","401368.3","385179.109"
"6","15","13","953","90","18","1.4","0.12","969.749","44.823","376748.625","361431.808"
"6","15","14","930","86","18","1.4","0.12","834.003","41.099","331165.74","317464.105"
"6","15","15","825","97","17","1.3","0.12","628.902","34.862","257807.08","246704.834"
"6","15","16","666","102","16","1.2","0.12","399.406","27.592","166078.135","158226.211"
"6","15","17","735","49","15","1","0.12","221.175","21.475","80628.499","75804.395"
"6","15","18","512","42","12","1","0.12","44.677","13.239","13535.894","11089.148"
"6","15","19","0","0","9","1.1","0.12","0","0","0","0"
"6","15","20","0","0","9","1.1","0.12","0","9","0","0"
"6","15","21","0","0","8","1","0.12","0","8","0","0"
"6","15","22","0","0","7","0.8","0.12","0","7","0","0"
"6","15","23","0","0","7","0.7","0.12","0","7","0","0"
"6","16","0","0","0","6","0.7","0.12","0","6","0","0"
"6","16","1","0","0","6","0.7","0.12","0","6","0","0"
"6","16","2","0","0","6","0.7","0.12","0","6","0","0"
"6","16","3","0","0","6","0.7","0.12","0","6","0","0"
"6","16","4","301","28","8","0.8","0.12","21.427","8.671","7896.58","5649.657"
"6","16","5","570","58","9","0.9","0.12","121.185","12.469","39009.502","35660.124"
"6","16","6","751","60","11","0.9","0.12","313.22","20.675","126960.156","120494.337"
"6","16","7","306","231","12","0.8","0.12","388.597","24.494","163922.692","156147.144"
"6","16","8","291","311","14","0.6","0.12","517.361","31.524","211146.315","201697.445"
"6","16","9","596","266","15","0.6","0.12","789.895","41.753","310104.663","297149.306"
"6","16","10","120","436","17","0.6","0.12","552.414","35.628","218452.207","208744.461"
"6","16","11","294","424","18","0.6","0.12","730.535","42.658","282330.6","270359.389"
"6","16","12","916","109","19","0.6","0.12","1018.122","53.492","380017.379","364584.737"
"6","16","13","917","98","19","0.6","0.12","945.33","51.051","357948.978","343298.306"
"6","16","14","894","92","19","0.6","0.12","811.901","46.565","315250.124","302112.443"
"6","16","15","854","85","19","0.6","0.12","634.76","40.596","254460.503","243476.839"
"6","16","16","790","75","18","0.5","0.12","430.108","33.025","175397.329","167215.188"
"6","16","17","401","104","17","0.5","0.12","190.414","23.498","72544.93","68007.259"
"6","16","18","484","42","15","0.7","0.12","44.473","16.338","13382.287","10940.984"
"6","16","19","0","0","13","0.9","0.12","0","0","0","0"
"6","16","20","0","0","11","1","0.12","0","11","0","0"
"6","16","21","0","0","10","1","0.12","0","10","0","0"
"6","16","22","0","0","10","1","0.12","0","10","0","0"
"6","16","23","0","0","9","1","0.12","0","9","0","0"
"6","17","0","0","0","8","0.9","0.12","0","8","0","0"
"6","17","1","0","0","8","0.8","0.12","0","8","0","0"
"6","17","2","0","0","8","0.6","0.12","0","8","0","0"
"6","17","3","0","0","8","0.6","0.12","0","8","0","0"
"6","17","4","229","30","9","0.6","0.12","22.709","9.751","8343.298","6080.546"
"6","17","5","490","68","11","0.7","0.12","119.939","14.68","39924.335","36542.541"
