"PVWatts Hourly PV Performance Data"
"Requested Location","47.14817909516576, -71.26903775539678"
"Location","Lat, Lng: 47.13, -71.26"
"Latitude (DD)","47.13"
"Longitude (DD)","-71.26"
"Elevation (m)","647.84997558594"
"DC System Size (kW)","496.3"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","11","16","0","0","-11","1.3","0.87","0","-11","0","0"
"1","11","17","0","0","-12","1.3","0.87","0","-12","0","0"
"1","11","18","0","0","-13","1.3","0.87","0","-13","0","0"
"1","11","19","0","0","-14","1.5","0.87","0","-14","0","0"
"1","11","20","0","0","-14","1.6","0.87","0","-14","0","0"
"1","11","21","0","0","-15","1.7","0.87","0","-15","0","0"
"1","11","22","0","0","-16","1.7","0.87","0","-16","0","0"
"1","11","23","0","0","-17","1.6","0.87","0","-17","0","0"
"1","12","0","0","0","-17","1.4","0.87","0","-17","0","0"
"1","12","1","0","0","-18","1.2","0.87","0","-18","0","0"
"1","12","2","0","0","-19","1.2","0.87","0","-19","0","0"
"1","12","3","0","0","-20","1.2","0.87","0","-20","0","0"
"1","12","4","0","0","-21","1.1","0.87","0","-21","0","0"
"1","12","5","0","0","-22","0.9","0.87","0","-22","0","0"
"1","12","6","0","0","-23","0.8","0.87","0","-23","0","0"
"1","12","7","0","0","-24","0.8","0.87","0","0","0","0"
"1","12","8","575","41","-22","1.2","0.87","250.246","-14.855","113235.118","107255.632"
"1","12","9","760","62","-19","1.5","0.87","468.087","-6.244","226196.178","216214.032"
"1","12","10","837","74","-17","1.6","0.87","610.385","-0.719","290774.784","278504.362"
"1","12","11","857","79","-15","1.8","0.87","672.777","2.18","316767.156","303575.72"
"1","12","12","832","81","-15","1.8","0.87","652.957","1.674","308003.851","295122.934"
"1","12","13","764","78","-15","1.7","0.87","559.86","-0.39","266272.482","254870.273"
"1","12","14","633","66","-15","1.5","0.87","392.56","-4.331","186208.865","177643.628"
"1","12","15","368","39","-17","1.1","0.87","151.84","-12.617","64343.677","60096.609"
"1","12","16","0","0","-18","0.9","0.87","0","-18","0","0"
"1","12","17","0","0","-19","0.9","0.87","0","-19","0","0"
"1","12","18","0","0","-20","0.9","0.87","0","-20","0","0"
"1","12","19","0","0","-20","0.9","0.87","0","-20","0","0"
"1","12","20","0","0","-20","0.7","0.87","0","-20","0","0"
"1","12","21","0","0","-19","0.3","0.87","0","-19","0","0"
"1","12","22","0","0","-19","0.4","0.87","0","-19","0","0"
"1","12","23","0","0","-20","0.8","0.87","0","-20","0","0"
"1","13","0","0","0","-19","0.8","0.87","0","-19","0","0"
"1","13","1","0","0","-18","0.9","0.87","0","-18","0","0"
"1","13","2","0","0","-17","1","0.87","0","-17","0","0"
"1","13","3","0","0","-16","1","0.87","0","-16","0","0"
"1","13","4","0","0","-15","1.1","0.87","0","-15","0","0"
"1","13","5","0","0","-14","1.1","0.87","0","-14","0","0"
"1","13","6","0","0","-13","1.1","0.87","0","-13","0","0"
"1","13","7","0","0","-12","1.1","0.87","0","0","0","0"
"1","13","8","0","35","-10","1.2","0.87","33.646","-9.031","14471.846","11991.935"
"1","13","9","16","90","-8","1.6","0.87","99.545","-5.362","45303.916","41731.502"
"1","13","10","0","84","-6","2.1","0.87","81.328","-4.06","36516.812","33255.761"
"1","13","11","19","137","-5","2.5","0.87","151.417","-1.652","68807.114","64401.888"
"1","13","12","10","130","-3","3","0.87","137.61","-0.214","61970.218","57807.251"
"1","13","13","0","41","-3","3.4","0.87","38.682","-2.266","16795.466","14233.22"
"1","13","14","0","65","-3","3.5","0.87","63.693","-1.811","28039.462","25078.796"
"1","13","15","0","26","-4","3.5","0.87","24.534","-3.549","9922.894","7604.17"
"1","13","16","0","0","-6","3.6","0.87","0","-6","0","0"
"1","13","17","0","0","-8","3.8","0.87","0","-8","0","0"
"1","13","18","0","0","-10","3.8","0.87","0","-10","0","0"
"1","13","19","0","0","-13","3.3","0.87","0","-13","0","0"
"1","13","20","0","0","-14","2.7","0.87","0","-14","0","0"
"1","13","21","0","0","-16","2.2","0.87","0","-16","0","0"
"1","13","22","0","0","-17","1.9","0.87","0","-17","0","0"
"1","13","23","0","0","-19","1.8","0.87","0","-19","0","0"
"1","14","0","0","0","-20","1.8","0.87","0","-20","0","0"
"1","14","1","0","0","-21","1.8","0.87","0","-21","0","0"
"1","14","2","0","0","-21","1.8","0.87","0","-21","0","0"
"1","14","3","0","0","-22","1.8","0.87","0","-22","0","0"
"1","14","4","0","0","-22","1.9","0.87","0","-22","0","0"
"1","14","5","0","0","-23","2.1","0.87","0","-23","0","0"
"1","14","6","0","0","-23","2.2","0.87","0","-23","0","0"
"1","14","7","0","0","-24","2.5","0.87","0","0","0","0"
"1","14","8","568","43","-23","2.9","0.87","254.539","-17.843","116721.01","110618.004"
"1","14","9","763","64","-23","3.1","0.87","473.573","-13.51","234539.159","224261.388"
"1","14","10","852","75","-23","3.2","0.87","623.509","-10.702","306893.15","294051.59"
"1","14","11","897","78","-22","3.3","0.87","701.861","-8.385","342132.62","328042.385"
"1","14","12","902","75","-22","3.3","0.87","696.598","-8.486","339818.992","325810.738"
"1","14","13","864","68","-22","3.3","0.87","608.481","-10.189","299230.877","286660.821"
"1","14","14","771","55","-22","3.2","0.87","447.112","-13.204","219453.455","209710.23"
"1","14","15","562","33","-23","3","0.87","201.68","-19.035","88354.12","83256.266"
"1","14","16","0","0","-23","2.8","0.87","0","-23","0","0"
"1","14","17","0","0","-23","2.5","0.87","0","-23","0","0"
"1","14","18","0","0","-24","2.2","0.87","0","-24","0","0"
"1","14","19","0","0","-24","1.9","0.87","0","-24","0","0"
"1","14","20","0","0","-25","1.7","0.87","0","-25","0","0"
"1","14","21","0","0","-26","1.7","0.87","0","-26","0","0"
"1","14","22","0","0","-26","1.8","0.87","0","-26","0","0"
"1","14","23","0","0","-27","1.7","0.87","0","-27","0","0"
"1","15","0","0","0","-27","1.7","0.87","0","-27","0","0"
"1","15","1","0","0","-27","1.5","0.87","0","-27","0","0"
"1","15","2","0","0","-27","1.2","0.87","0","-27","0","0"
"1","15","3","0","0","-28","1.1","0.87","0","-28","0","0"
"1","15","4","0","0","-29","0.9","0.87","0","-29","0","0"
"1","15","5","0","0","-28","0.8","0.87","0","-28","0","0"
"1","15","6","0","0","-27","0.7","0.87","0","-27","0","0"
"1","15","7","0","0","-26","0.8","0.87","0","0","0","0"
"1","15","8","209","47","-24","0.9","0.87","138.685","-19.713","63809.599","59581.455"
"1","15","9","152","98","-22","0.8","0.87","190.501","-15.855","92588.169","87340.286"
"1","15","10","554","89","-20","0.7","0.87","461.98","-4.644","222008.941","212175.166"
"1","15","11","656","83","-18","0.8","0.87","553.042","-0.111","261902.7","250655.33"
"1","15","12","681","77","-17","0.7","0.87","558.748","1.573","263286.432","251990.03"
"1","15","13","613","75","-16","0.5","0.87","472.312","0.619","223379.006","213496.684"
"1","15","14","244","85","-16","0.3","0.87","222.773","-7.708","105543.298","99836.363"
"1","15","15","114","43","-17","0.3","0.87","89.811","-13.731","39076.059","35724.323"
"1","15","16","0","0","-17","0.4","0.87","0","-17","0","0"
"1","15","17","0","0","-18","0.6","0.87","0","-18","0","0"
"1","15","18","0","0","-18","0.7","0.87","0","-18","0","0"
"1","15","19","0","0","-18","0.9","0.87","0","-18","0","0"
"1","15","20","0","0","-18","1.1","0.87","0","-18","0","0"
"1","15","21","0","0","-18","1.4","0.87","0","-18","0","0"
"1","15","22","0","0","-19","1.6","0.87","0","-19","0","0"
"1","15","23","0","0","-19","1.9","0.87","0","-19","0","0"
"1","16","0","0","0","-19","1.9","0.87","0","-19","0","0"
"1","16","1","0","0","-19","1.9","0.87","0","-19","0","0"
"1","16","2","0","0","-19","2.1","0.87","0","-19","0","0"
"1","16","3","0","0","-19","2.2","0.87","0","-19","0","0"
"1","16","4","0","0","-19","2.3","0.87","0","-19","0","0"
"1","16","5","0","0","-19","2.3","0.87","0","-19","0","0"
"1","16","6","0","0","-19","2.3","0.87","0","-19","0","0"
"1","16","7","0","0","-18","2.3","0.87","0","0","0","0"
"1","16","8","450","37","-17","2.4","0.87","212.663","-12.283","95731.92","90372.641"
"1","16","9","650","50","-16","2.5","0.87","403.342","-7.024","195464.297","186571.104"
"1","16","10","792","83","-15","2.7","0.87","602.909","-2.058","288176.43","275998.077"
"1","16","11","851","83","-14","2.8","0.87","680.667","0.351","322187.003","308803.521"
"1","16","12","873","76","-13","2.8","0.87","683.182","1.406","322412.568","309021.092"
"1","16","13","859","65","-13","2.7","0.87","607.091","0.037","288614.12","276420.258"
"1","16","14","791","51","-14","2.6","0.87","457.416","-4.021","218391.924","208686.314"
"1","16","15","610","31","-15","2.3","0.87","223.777","-9.998","96306.736","90927.089"
"1","16","16","0","0","-17","2","0.87","0","-17","0","0"
"1","16","17","0","0","-18","1.9","0.87","0","-18","0","0"
"1","16","18","0","0","-19","2.1","0.87","0","-19","0","0"
"1","16","19","0","0","-19","2.1","0.87","0","-19","0","0"
"1","16","20","0","0","-19","2","0.87","0","-19","0","0"
"1","16","21","0","0","-19","2","0.87","0","-19","0","0"
"1","16","22","0","0","-19","2","0.87","0","-19","0","0"
"1","16","23","0","0","-20","2","0.87","0","-20","0","0"
"1","17","0","0","0","-20","2","0.87","0","-20","0","0"
"1","17","1","0","0","-20","2","0.87","0","-20","0","0"
"1","17","2","0","0","-19","2","0.87","0","-19","0","0"
"1","17","3","0","0","-19","2","0.87","0","-19","0","0"
"1","17","4","0","0","-19","2","0.87","0","-19","0","0"
"1","17","5","0","0","-18","1.9","0.87","0","-18","0","0"
"1","17","6","0","0","-18","1.7","0.87","0","-18","0","0"
"1","17","7","0","0","-17","1.7","0.87","0","0","0","0"
"1","17","8","634","36","-15","1.9","0.87","275.142","-8.269","122703.511","116388.521"
"1","17","9","800","53","-13","2.4","0.87","484.518","-2.013","231558.128","221385.987"
"1","17","10","867","64","-11","2.6","0.87","625.446","2.672","294573.471","282168.446"
"1","17","11","890","71","-10","2.6","0.87","695.415","5.193","323915.989","310471.242"
"1","17","12","885","71","-10","2.5","0.87","687.845","5.305","320340.585","307022.528"
"1","17","13","843","66","-9","2.4","0.87","601.077","4.632","281246.317","269313.525"
"1","17","14","752","55","-9","2.2","0.87","445.059","1.467","208654.524","199293.948"
"1","17","15","547","35","-10","2","0.87","213.746","-4.921","90924.344","85735.417"
"1","17","16","0","0","-11","1.9","0.87","0","-11","0","0"
"1","17","17","0","0","-12","2","0.87","0","-12","0","0"
"1","17","18","0","0","-12","1.9","0.87","0","-12","0","0"
"1","17","19","0","0","-11","1.9","0.87","0","-11","0","0"
"1","17","20","0","0","-11","1.7","0.87","0","-11","0","0"
"1","17","21","0","0","-11","1.5","0.87","0","-11","0","0"
"1","17","22","0","0","-11","1.5","0.87","0","-11","0","0"
"1","17","23","0","0","-11","1.5","0.87","0","-11","0","0"
"1","18","0","0","0","-11","1.5","0.87","0","-11","0","0"
"1","18","1","0","0","-11","1.5","0.87","0","-11","0","0"
"1","18","2","0","0","-11","1.4","0.87","0","-11","0","0"
"1","18","3","0","0","-11","1.3","0.87","0","-11","0","0"
"1","18","4","0","0","-11","1.3","0.87","0","-11","0","0"
"1","18","5","0","0","-12","1.3","0.87","0","-12","0","0"
"1","18","6","0","0","-12","1.3","0.87","0","-12","0","0"
"1","18","7","0","0","-11","1.3","0.87","0","0","0","0"
"1","18","8","573","43","-10","1.6","0.87","267.439","-3.018","117476.125","111346.363"
"1","18","9","762","64","-9","2","0.87","477.946","2.715","224660.981","214733.233"
"1","18","10","844","75","-8","2.1","0.87","625.269","7.021","289908.051","277668.34"
"1","18","11","877","81","-8","2.2","0.87","700.152","8.484","322214.668","308830.206"
"1","18","12","878","79","-7","2","0.87","694.673","10.018","318081.104","304843.109"
"1","18","13","842","72","-7","1.7","0.87","609.648","8.91","280937.671","269015.817"
"1","18","14","748","60","-8","1.3","0.87","450.641","4.85","208998.76","199625.987"
"1","18","15","538","38","-8","1.1","0.87","222.921","-1.511","94405.897","89093.605"
"1","18","16","0","0","-9","1.1","0.87","0","-9","0","0"
"1","18","17","0","0","-9","1","0.87","0","-9","0","0"
"1","18","18","0","0","-10","1","0.87","0","-10","0","0"
"1","18","19","0","0","-10","1","0.87","0","-10","0","0"
"1","18","20","0","0","-10","1","0.87","0","-10","0","0"
"1","18","21","0","0","-10","1.1","0.87","0","-10","0","0"
"1","18","22","0","0","-10","1.1","0.87","0","-10","0","0"
"1","18","23","0","0","-10","1.1","0.87","0","-10","0","0"
"1","19","0","0","0","-9","1.1","0.87","0","-9","0","0"
"1","19","1","0","0","-9","1.1","0.87","0","-9","0","0"
"1","19","2","0","0","-9","1.1","0.87","0","-9","0","0"
"1","19","3","0","0","-9","1.1","0.87","0","-9","0","0"
"1","19","4","0","0","-9","1.1","0.87","0","-9","0","0"
"1","19","5","0","0","-9","1.1","0.87","0","-9","0","0"
"1","19","6","0","0","-9","1.1","0.87","0","-9","0","0"
"1","19","7","0","0","-8","1.1","0.87","0","0","0","0"
"1","19","8","52","52","-7","1.2","0.87","80.092","-4.693","34907.909","31703.866"
"1","19","9","149","103","-6","1.5","0.87","195.223","-0.694","90142.138","84980.927"
"1","19","10","160","143","-5","1.5","0.87","263.373","2.156","121100.976","114842.77"
"1","19","11","60","158","-5","1.4","0.87","211.58","0.868","96417.147","91033.588"
"1","19","12","281","152","-5","1.3","0.87","371.334","5.57","170163.902","162167.203"
"1","19","13","269","130","-5","1.2","0.87","320.908","4.362","147692.273","140491.832"
"1","19","14","56","96","-5","1","0.87","131.74","-0.973","59731.906","55648.251"
"1","19","15","0","39","-5","0.9","0.87","38.63","-3.802","16292.635","13748.206"
"1","19","16","0","0","-6","0.9","0.87","0","-6","0","0"
"1","19","17","0","0","-6","1","0.87","0","-6","0","0"
"1","19","18","0","0","-7","1","0.87","0","-7","0","0"
"1","19","19","0","0","-6","1","0.87","0","-6","0","0"
"1","19","20","0","0","-6","1","0.87","0","-6","0","0"
"1","19","21","0","0","-6","1","0.87","0","-6","0","0"
"1","19","22","0","0","-6","1","0.87","0","-6","0","0"
"1","19","23","0","0","-6","1.1","0.87","0","-6","0","0"
"1","20","0","0","0","-6","1.1","0.87","0","-6","0","0"
"1","20","1","0","0","-6","1.1","0.87","0","-6","0","0"
"1","20","2","0","0","-6","1","0.87","0","-6","0","0"
"1","20","3","0","0","-6","1","0.87","0","-6","0","0"
"1","20","4","0","0","-7","0.9","0.87","0","-7","0","0"
"1","20","5","0","0","-7","0.9","0.87","0","-7","0","0"
"1","20","6","0","0","-7","0.9","0.87","0","-7","0","0"
"1","20","7","0","0","-8","1","0.87","0","0","0","0"
"1","20","8","267","49","-7","1.2","0.87","166.35","-2.224","72723.493","68179.494"
"1","20","9","21","98","-6","1.4","0.87","110.328","-2.94","50011.383","46272.165"
"1","20","10","0","116","-6","1.5","0.87","115.663","-2.868","52272.334","48453.002"
"1","20","11","314","151","-6","1.4","0.87","394.063","4.96","181233.627","172844.683"
"1","20","12","3","132","-5","1.4","0.87","133.969","-1.29","60371.991","56265.655"
"1","20","13","207","138","-5","1.3","0.87","293.305","3.349","134887.16","128140.456"
"1","20","14","77","99","-6","1.1","0.87","145.84","-1.651","66620.063","62292.334"
"1","20","15","136","49","-8","1","0.87","108.012","-4.751","46564.605","42947.52"
"1","20","16","0","0","-10","1.1","0.87","0","-10","0","0"
"1","20","17","0","0","-11","1.4","0.87","0","-11","0","0"
"1","20","18","0","0","-12","1.5","0.87","0","-12","0","0"
"1","20","19","0","0","-13","1.3","0.87","0","-13","0","0"
"1","20","20","0","0","-14","1","0.87","0","-14","0","0"
"1","20","21","0","0","-13","1","0.87","0","-13","0","0"
"1","20","22","0","0","-13","1","0.87","0","-13","0","0"
"1","20","23","0","0","-13","0.9","0.87","0","-13","0","0"
"1","21","0","0","0","-14","0.9","0.87","0","-14","0","0"
"1","21","1","0","0","-14","0.9","0.87","0","-14","0","0"
"1","21","2","0","0","-15","0.9","0.87","0","-15","0","0"
"1","21","3","0","0","-15","1","0.87","0","-15","0","0"
"1","21","4","0","0","-14","1","0.87","0","-14","0","0"
"1","21","5","0","0","-14","1.1","0.87","0","-14","0","0"
"1","21","6","0","0","-14","1.2","0.87","0","-14","0","0"
"1","21","7","0","0","-14","1.1","0.87","0","0","0","0"
"1","21","8","0","39","-13","1.1","0.87","37.453","-11.892","16500.634","13948.835"
"1","21","9","41","103","-11","1.3","0.87","132.269","-7.243","61390.972","57248.53"
"1","21","10","102","146","-10","1.6","0.87","230.838","-3.872","107727.117","101942.801"
"1","21","11","893","74","-10","1.8","0.87","710.061","8.126","327061.746","313505.532"
"1","21","12","907","69","-10","2","0.87","710.534","7.406","328233.771","314636.027"
"1","21","13","885","62","-10","2","0.87","632.767","5.512","295113.472","282689.313"
"1","21","14","524","66","-12","1.9","0.87","355.725","-3.111","169183.586","161221.623"
"1","21","15","307","41","-14","1.7","0.87","163.503","-9.832","72124.766","67601.983"
"1","21","16","0","0","-16","1.5","0.87","0","0","0","0"
"1","21","17","0","0","-18","1.4","0.87","0","-18","0","0"
"1","21","18","0","0","-19","1.4","0.87","0","-19","0","0"
"1","21","19","0","0","-21","1.4","0.87","0","-21","0","0"
"1","21","20","0","0","-22","1.4","0.87","0","-22","0","0"
"1","21","21","0","0","-23","1.3","0.87","0","-23","0","0"
"1","21","22","0","0","-24","1.3","0.87","0","-24","0","0"
"1","21","23","0","0","-25","1.3","0.87","0","-25","0","0"
"1","22","0","0","0","-25","1.2","0.87","0","-25","0","0"
"1","22","1","0","0","-26","1.1","0.87","0","-26","0","0"
"1","22","2","0","0","-26","1","0.87","0","-26","0","0"
"1","22","3","0","0","-27","0.8","0.87","0","-27","0","0"
"1","22","4","0","0","-27","0.5","0.87","0","-27","0","0"
"1","22","5","0","0","-27","0.2","0.87","0","-27","0","0"
"1","22","6","0","0","-28","0.1","0.87","0","-28","0","0"
"1","22","7","0","0","-28","0.3","0.87","0","0","0","0"
"1","22","8","701","36","-27","0.3","0.87","310.831","-15.613","143680.199","136621.922"
"1","22","9","852","52","-24","0.5","0.87","517.908","-5.763","251151.802","240285.379"
"1","22","10","917","62","-21","0.5","0.87","664.268","2.38","312996.244","299938.427"
"1","22","11","943","66","-19","0.4","0.87","732.371","7.532","338108.895","324161.236"
"1","22","12","941","66","-18","0.6","0.87","727.975","6.884","336894.375","322989.752"
"1","22","13","906","62","-18","0.7","0.87","648.631","3.577","304488.02","291731.683"
"1","22","14","826","52","-18","0.5","0.87","491.587","-0.702","233669.359","223422.408"
"1","22","15","652","35","-20","0.5","0.87","276.267","-10.517","123050.733","116723.44"
"1","22","16","0","0","-23","0.6","0.87","0","0","0","0"
"1","22","17","0","0","-24","0.5","0.87","0","-24","0","0"
"1","22","18","0","0","-25","0.4","0.87","0","-25","0","0"
"1","22","19","0","0","-26","0.1","0.87","0","-26","0","0"
"1","22","20","0","0","-27","0.1","0.87","0","-27","0","0"
"1","22","21","0","0","-27","0.4","0.87","0","-27","0","0"
"1","22","22","0","0","-27","0.8","0.87","0","-27","0","0"
"1","22","23","0","0","-27","1.2","0.87","0","-27","0","0"
"1","23","0","0","0","-28","1.3","0.87","0","-28","0","0"
"1","23","1","0","0","-29","1.2","0.87","0","-29","0","0"
"1","23","2","0","0","-28","1.1","0.87","0","-28","0","0"
"1","23","3","0","0","-28","1.1","0.87","0","-28","0","0"
"1","23","4","0","0","-28","1","0.87","0","-28","0","0"
"1","23","5","0","0","-28","1","0.87","0","-28","0","0"
"1","23","6","0","0","-28","1.1","0.87","0","-28","0","0"
"1","23","7","0","0","-26","1.2","0.87","0","0","0","0"
"1","23","8","324","49","-23","1.5","0.87","188.082","-17.959","87450.527","82384.691"
"1","23","9","430","84","-21","1.7","0.87","335.101","-12.264","164358.057","156567.081"
"1","23","10","493","108","-19","1.7","0.87","450.949","-7.249","217977.47","208286.546"
"1","23","11","349","151","-17","1.7","0.87","419.976","-6.074","200800.237","191717.97"
"1","23","12","203","167","-16","1.6","0.87","329.016","-7.262","156708.184","149188.274"
"1","23","13","142","146","-16","1.7","0.87","255.041","-9.372","121823.29","115539.491"
"1","23","14","0","84","-16","1.8","0.87","83.282","-13.887","38809.386","35467.099"
"1","23","15","0","44","-16","1.8","0.87","43.56","-14.902","19445.668","16789.515"
"1","23","16","0","0","-16","1.8","0.87","0","0","0","0"
"1","23","17","0","0","-16","1.8","0.87","0","-16","0","0"
"1","23","18","0","0","-16","1.9","0.87","0","-16","0","0"
"1","23","19","0","0","-16","1.8","0.87","0","-16","0","0"
"1","23","20","0","0","-15","1.8","0.87","0","-15","0","0"
"1","23","21","0","0","-15","1.8","0.87","0","-15","0","0"
"1","23","22","0","0","-15","1.9","0.87","0","-15","0","0"
"1","23","23","0","0","-15","1.9","0.87","0","-15","0","0"
"1","24","0","0","0","-14","2","0.87","0","-14","0","0"
"1","24","1","0","0","-14","2.1","0.87","0","-14","0","0"
"1","24","2","0","0","-14","2","0.87","0","-14","0","0"
"1","24","3","0","0","-13","2","0.87","0","-13","0","0"
"1","24","4","0","0","-13","2.1","0.87","0","-13","0","0"
"1","24","5","0","0","-13","2","0.87","0","-13","0","0"
"1","24","6","0","0","-13","2","0.87","0","-13","0","0"
"1","24","7","0","0","-14","2.2","0.87","0","0","0","0"
"1","24","8","45","57","-13","2.3","0.87","78.163","-11.218","35129.83","31917.924"
"1","24","9","234","106","-12","2.4","0.87","251.024","-6.322","119366.061","113169.331"
"1","24","10","79","149","-11","2.5","0.87","211.195","-6.323","98997.812","93522.809"
"1","24","11","103","172","-9","2.5","0.87","257.6","-3.298","119862.244","113647.932"
"1","24","12","142","176","-9","2.5","0.87","298.594","-2.387","139187.169","132288.098"
"1","24","13","65","145","-8","2.5","0.87","197.23","-3.633","91367.235","86162.615"
"1","24","14","32","102","-8","2.3","0.87","125.85","-5.108","57814.383","53798.673"
"1","24","15","541","42","-9","1.9","0.87","253.736","-2.79","111011.594","105110.896"
"1","24","16","0","0","-10","1.7","0.87","0","0","0","0"
"1","24","17","0","0","-11","1.7","0.87","0","-11","0","0"
"1","24","18","0","0","-11","1.6","0.87","0","-11","0","0"
"1","24","19","0","0","-10","1.4","0.87","0","-10","0","0"
"1","24","20","0","0","-10","1.1","0.87","0","-10","0","0"
"1","24","21","0","0","-10","0.9","0.87","0","-10","0","0"
"1","24","22","0","0","-10","0.8","0.87","0","-10","0","0"
"1","24","23","0","0","-11","0.7","0.87","0","-11","0","0"
"1","25","0","0","0","-12","0.6","0.87","0","-12","0","0"
"1","25","1","0","0","-13","0.5","0.87","0","-13","0","0"
"1","25","2","0","0","-14","0.5","0.87","0","-14","0","0"
"1","25","3","0","0","-14","0.7","0.87","0","-14","0","0"
"1","25","4","0","0","-13","0.8","0.87","0","-13","0","0"
"1","25","5","0","0","-13","0.9","0.87","0","-13","0","0"
"1","25","6","0","0","-13","1","0.87","0","-13","0","0"
"1","25","7","0","0","-12","1","0.87","0","0","0","0"
"1","25","8","129","59","-11","1.1","0.87","122.128","-7.392","54702.524","50797.08"
"1","25","9","718","75","-10","1.4","0.87","481.641","3.437","225837.613","215868.173"
"1","25","10","431","123","-9","1.9","0.87","431.326","1.77","201726.503","192611.415"
"1","25","11","805","108","-9","2.2","0.87","702.024","7.514","323152.423","309734.732"
"1","25","12","225","171","-9","2.5","0.87","359.438","-1.033","167824.222","159910.427"
"1","25","13","429","120","-10","2.7","0.87","423.286","-0.929","199837.906","190789.738"
"1","25","14","585","100","-11","2.7","0.87","430.337","-1.768","204633.856","195415.749"
"1","25","15","421","60","-13","2.6","0.87","232.011","-8.028","103992.82","98340.825"
"1","25","16","0","0","-14","2.4","0.87","0","0","0","0"
"1","25","17","0","0","-14","2.2","0.87","0","-14","0","0"
"1","25","18","0","0","-15","2.2","0.87","0","-15","0","0"
"1","25","19","0","0","-16","2.2","0.87","0","-16","0","0"
"1","25","20","0","0","-16","2.3","0.87","0","-16","0","0"
"1","25","21","0","0","-16","2.3","0.87","0","-16","0","0"
"1","25","22","0","0","-17","2.1","0.87","0","-17","0","0"
"1","25","23","0","0","-18","1.9","0.87","0","-18","0","0"
"1","26","0","0","0","-19","1.8","0.87","0","-19","0","0"
"1","26","1","0","0","-21","1.7","0.87","0","-21","0","0"
"1","26","2","0","0","-22","1.7","0.87","0","-22","0","0"
"1","26","3","0","0","-23","1.7","0.87","0","-23","0","0"
"1","26","4","0","0","-24","1.7","0.87","0","-24","0","0"
"1","26","5","0","0","-25","1.6","0.87","0","-25","0","0"
"1","26","6","0","0","-26","1.6","0.87","0","-26","0","0"
"1","26","7","214","12","-26","1.9","0.87","24.534","-25.478","7412.48","5182.71"
"1","26","8","653","46","-25","2.5","0.87","307.514","-18.272","144710.99","137616.188"
"1","26","9","823","64","-24","2.8","0.87","523.44","-12.954","259707.847","248538.249"
"1","26","10","910","72","-23","2.8","0.87","680.918","-8.64","332338.494","318595.304"
"1","26","11","948","75","-22","2.9","0.87","762.393","-6.208","367920.707","352916.698"
"1","26","12","950","75","-22","3","0.87","761.578","-6.49","367912.043","352908.34"
"1","26","13","920","70","-22","3","0.87","678.758","-8.166","330906.693","317214.237"
"1","26","14","848","59","-22","2.9","0.87","522.007","-11.172","257581.905","246487.638"
"1","26","15","690","40","-23","2.6","0.87","305.868","-16.451","141380.374","134403.589"
"1","26","16","0","0","-24","2.2","0.87","0","0","0","0"
"1","26","17","0","0","-24","1.9","0.87","0","-24","0","0"
"1","26","18","0","0","-25","1.7","0.87","0","-25","0","0"
"1","26","19","0","0","-26","1.5","0.87","0","-26","0","0"
"1","26","20","0","0","-27","1.5","0.87","0","-27","0","0"
"1","26","21","0","0","-28","1.5","0.87","0","-28","0","0"
"1","26","22","0","0","-28","1.4","0.87","0","-28","0","0"
"1","26","23","0","0","-29","1.3","0.87","0","-29","0","0"
"1","27","0","0","0","-29","1.2","0.87","0","-29","0","0"
"1","27","1","0","0","-29","1.1","0.87","0","-29","0","0"
"1","27","2","0","0","-28","0.8","0.87","0","-28","0","0"
"1","27","3","0","0","-27","0.6","0.87","0","-27","0","0"
"1","27","4","0","0","-27","0.4","0.87","0","-27","0","0"
"1","27","5","0","0","-26","0.3","0.87","0","-26","0","0"
"1","27","6","0","0","-25","0.4","0.87","0","-25","0","0"
"1","27","7","0","17","-25","0.7","0.87","16.172","-24.513","5564.936","3400.632"
"1","27","8","698","39","-24","1","0.87","319.224","-14.353","148611.697","141378.677"
"1","27","9","849","54","-22","0.9","0.87","528.289","-5.334","255855.75","244822.648"
"1","27","10","911","66","-19","0.6","0.87","677.171","4.154","316753.064","303562.127"
"1","27","11","644","98","-17","0.3","0.87","583.109","4.751","270698.42","259139.383"
"1","27","12","694","86","-16","0.2","0.87","602.421","7.193","277603.592","265799.877"
"1","27","13","499","111","-15","0.2","0.87","460.025","2.71","214901.676","205319.739"
"1","27","14","293","102","-15","0.3","0.87","275.734","-4.716","130915.909","124309.921"
"1","27","15","275","56","-15","0.3","0.87","176.315","-8.523","79368.553","74589.093"
"1","27","16","0","0","-15","0.4","0.87","0","0","0","0"
